BIB,Name,Country,Gender,Division,Swim,Bike,Run,Overall,Division Rank,Gender Rank,Overall Rank,T1,T2
1993,"Simpson, Diana",NZL,Female,F35-39,00:58:45,05:37:48,05:49:03,12:34:03,66,406,1748,00:03:59,00:04:28
1086,"Weiss-hantsche, Katrin",DEU,Female,F50-54,01:24:16,05:45:43,05:16:33,12:34:15,41,407,1749,00:03:32,00:04:11
312,"Tucker, Brian",USA,Male,M45-49,01:16:10,06:01:52,05:02:21,12:34:36,248,1343,1750,00:05:58,00:08:15
1064,"King, Christina",USA,Female,F50-54,01:35:35,06:22:39,04:23:09,12:34:40,42,408,1751,00:06:14,00:07:03
882,"Craig, Simon",CAN,Male,M50-54,01:14:28,06:15:15,04:55:03,12:34:43,185,1344,1752,00:05:46,00:04:11
658,"Mcminn, June",IRL,Female,F60-64,01:33:22,06:21:18,04:24:46,12:34:56,6,409,1753,00:05:47,00:09:43
1604,"Samuel, Mark",USA,Male,M40-44,01:11:27,05:25:58,05:45:29,12:35:04,246,1345,1754,00:04:45,00:07:25
1188,"Hellberg, Franz",SWE,Male,M45-49,01:02:52,05:13:22,06:00:02,12:35:17,249,1346,1755,00:07:13,00:11:48
1063,"Jorris, Heather",USA,Female,F50-54,01:08:49,06:30:30,04:45:42,12:35:32,43,410,1756,00:04:58,00:05:33
1733,"Sullivan, Danielle",USA,Female,F40-44,01:09:42,06:34:16,04:41:01,12:35:56,69,411,1757,00:03:49,00:07:08
861,"Brechmann, Frank",DEU,Male,M50-54,01:08:29,06:01:10,05:15:29,12:35:58,186,1347,1758,00:03:58,00:06:52
1072,"Minagawa, Akiko",JPN,Female,F50-54,01:29:39,06:29:31,04:20:11,12:36:04,44,412,1759,00:10:15,00:06:28
820,"Matsui, Yoko",JPN,Female,F55-59,01:20:27,06:43:35,04:19:05,12:36:31,19,413,1760,00:07:22,00:06:02
1941,"Allen, Rachel",USA,Female,F35-39,01:03:51,06:23:37,04:57:33,12:36:55,67,414,1761,00:05:43,00:06:11
759,"Reitz, Johannes",USA,Male,M55-59,01:09:21,06:05:59,05:12:32,12:38:16,96,1348,1762,00:03:42,00:06:42
366,"Shand, David",USA,Male,M40-44,01:14:25,06:17:50,04:48:48,12:38:26,247,1349,1763,00:08:47,00:08:36
1110,"Berbner, Jochen",DEU,Male,M45-49,01:15:08,06:24:57,04:43:31,12:39:13,250,1350,1764,00:06:49,00:08:48
1971,"Isaac, Jennifer",GBR,Female,F35-39,01:10:10,06:47:44,04:30:25,12:40:24,68,415,1765,00:05:03,00:07:02
2190,"Kay, Chloe",AUS,Female,F30-34,01:08:23,06:41:57,04:40:48,12:40:30,52,416,1766,00:04:19,00:05:03
313,"Vargas de la rosa, Fernando",MEX,Male,M45-49,01:19:04,06:02:01,05:08:45,12:40:37,251,1351,1767,00:04:53,00:05:54
729,"Kawashima, Ryuichi",JPN,Male,M55-59,01:09:46,05:45:30,05:38:01,12:41:11,97,1352,1768,00:03:40,00:04:14
1765,"Bridges, Jason",USA,Male,M35-39,01:01:30,05:44:24,05:42:09,12:41:16,191,1353,1769,00:03:17,00:09:56
348,"Hillert, Gunnar",DEU,Male,M40-44,01:34:32,06:01:49,04:47:29,12:41:17,248,1354,1770,00:10:05,00:07:22
2428,"Holmes, Jasmine",GBR,Female,F18-24,00:58:12,06:52:16,04:34:26,12:41:21,19,417,1771,00:06:36,00:09:51
179,"Bauer, Jorg",DEU,Male,M50-54,01:11:13,06:02:12,05:15:38,12:41:23,187,1355,1772,00:04:36,00:07:44
611,"Mcleod, Andrew Ian",NZL,Male,M60-64,01:14:03,06:07:02,05:08:25,12:41:24,43,1356,1773,00:06:05,00:05:49
1393,"Simmons, Michelle",USA,Female,F45-49,01:02:25,06:13:20,05:13:01,12:41:24,65,418,1773,00:04:19,00:08:19
390,"Kendy kaneshiro, Marcelo",BRA,Male,M35-39,01:26:32,06:15:14,04:47:04,12:41:56,192,1357,1775,00:05:43,00:07:23
2444,"Rutherford, Rachel",GBR,Female,F18-24,01:12:13,06:39:01,04:38:01,12:42:01,20,419,1776,00:05:15,00:07:31
209,"Mcdonald, Michael",USA,Male,M50-54,01:25:32,06:13:23,04:49:57,12:42:22,188,1358,1777,00:06:43,00:06:47
258,"Buntine, Rob",AUS,Male,M45-49,01:05:20,05:40:45,05:46:35,12:42:34,252,1359,1778,00:04:03,00:05:51
1408,"Willett, Anna",AUS,Female,F45-49,01:12:28,06:12:34,05:10:50,12:43:29,66,420,1779,00:04:15,00:03:22
480,"Hefti, Hermann",CHE,Male,M70-74,01:28:26,06:13:53,04:45:24,12:44:00,1,1360,1780,00:06:55,00:09:22
334,"Crowley, Matt",AUS,Male,M40-44,01:01:47,05:57:11,05:29:07,12:44:09,249,1361,1781,00:05:36,00:10:28
676,"White, Janie",USA,Female,F60-64,01:21:24,06:08:32,05:04:06,12:44:10,7,421,1782,00:05:24,00:04:44
2172,"Bilato, Carolina",BRA,Female,F30-34,01:03:49,06:40:46,04:49:51,12:44:15,53,422,1783,00:02:49,00:07:00
381,"Pfeiffer, Margot",AUT,Female,F40-44,01:21:19,06:43:39,04:28:22,12:44:19,70,423,1784,00:04:58,00:06:01
625,"Rempel, Reg",CAN,Male,M60-64,01:21:42,06:22:28,04:50:18,12:44:28,44,1362,1785,00:05:22,00:04:38
2448,"Strang, Meghan",USA,Female,F18-24,01:12:36,06:31:11,04:50:28,12:44:44,21,424,1786,00:04:21,00:06:08
330,"Avergonzado, Arturo",USA,Male,M40-44,01:21:12,06:21:58,04:46:07,12:45:06,250,1363,1787,00:07:09,00:08:40
730,"Keim, Volker",DEU,Male,M55-59,01:21:45,06:03:57,05:05:50,12:45:06,98,1363,1787,00:04:37,00:08:57
134,"Bruninx, Erwin",BEL,Male,M55-59,01:39:23,06:08:41,04:42:56,12:45:09,99,1365,1789,00:06:38,00:07:31
594,"Foutrein, Philippe",FRA,Male,M60-64,01:28:35,05:49:56,05:18:50,12:45:13,45,1366,1790,00:04:38,00:03:14
2342,"Hughes, Elle",AUS,Female,F25-29,01:12:41,06:16:31,04:58:18,12:45:16,42,425,1791,00:06:52,00:10:54
948,"Matsui, Dai",JPN,Male,M50-54,01:09:38,06:28:03,04:55:30,12:45:20,189,1367,1792,00:05:35,00:06:34
2220,"Scaldini, Claudia",BRA,Female,F30-34,01:17:25,05:51:14,05:29:19,12:45:34,54,426,1793,00:03:55,00:03:41
546,"Takashima, Susumu",JPN,Male,M65-69,01:27:45,06:24:28,04:42:23,12:45:41,9,1368,1794,00:06:05,00:05:00
1384,"Rettelle, Maggie",USA,Female,F45-49,01:40:16,06:23:36,04:29:18,12:45:54,67,427,1795,00:06:52,00:05:52
1704,"Manning, Erica",USA,Female,F40-44,01:16:20,06:33:17,04:46:18,12:46:03,71,428,1796,00:05:10,00:04:58
512,"Beisswenger, Thomas",DEU,Male,M65-69,01:33:02,06:45:37,04:12:18,12:46:07,10,1369,1797,00:08:26,00:06:44
186,"Costa, Marcos",BRA,Male,M50-54,01:13:54,06:28:03,04:51:44,12:46:40,190,1370,1798,00:06:08,00:06:51
2360,"Ng, Chau Yu",HKG,Female,F25-29,01:07:19,06:12:42,05:17:46,12:46:41,43,429,1799,00:04:03,00:04:51
321,"Bannan, Orla",USA,Female,F45-49,01:14:28,06:35:07,04:45:50,12:46:45,68,430,1800,00:05:08,00:06:12
583,"Baldassari, Don",USA,Male,M60-64,01:00:59,05:39:14,05:57:33,12:47:14,46,1371,1801,00:04:36,00:04:52
688,"Binebine, Elkhalil",MAR,Male,M55-59,01:39:05,06:19:02,04:35:46,12:47:27,100,1372,1802,00:06:57,00:06:37
571,"Nelson, Laurelee",CAN,Female,F65-69,01:33:34,06:33:59,04:26:44,12:47:52,1,431,1803,00:07:20,00:06:15
1346,"Dullaghan, Sheena",IRL,Female,F45-49,01:16:45,06:57:25,04:17:35,12:48:08,69,432,1804,00:06:24,00:09:59
702,"Delaney, John",AUS,Male,M55-59,01:33:16,05:51:07,05:11:09,12:48:12,101,1373,1805,00:05:49,00:06:51
2368,"Sosdian, Erin",USA,Female,F25-29,00:51:29,05:56:14,05:50:30,12:48:15,44,433,1806,00:04:23,00:05:39
779,"Tremayne, Anthony Russell",AUS,Male,M55-59,01:24:49,06:18:43,04:46:25,12:48:18,102,1374,1807,00:07:04,00:11:17
1720,"Randolph, Sara",USA,Female,F40-44,01:09:02,06:38:50,04:46:32,12:48:28,72,434,1808,00:05:39,00:08:25
1320,"Watts, Karl",GBR,Male,M45-49,01:35:02,06:10:08,04:19:06,12:48:46,253,1375,1809,00:09:50,00:34:40
694,"Campbell, Iain",USA,Male,M55-59,01:09:27,06:08:19,05:18:09,12:49:00,103,1376,1810,00:04:13,00:08:52
735,"Labouchere, David",GBR,Male,M55-59,01:13:56,05:18:21,06:08:32,12:49:39,104,1377,1811,00:04:10,00:04:40
510,"Austin, John",USA,Male,M65-69,01:35:28,06:24:08,04:39:53,12:49:49,11,1378,1812,00:06:06,00:04:14
844,"Tamson, Karen",USA,Female,F55-59,01:10:43,06:24:13,04:59:26,12:49:49,20,435,1812,00:05:14,00:10:13
2063,"Hu, Chunxu",CHN,Male,M30-34,01:09:17,06:07:18,05:27:26,12:49:55,156,1379,1814,00:02:20,00:03:34
138,"Cooper, Todd",USA,Male,M55-59,01:20:55,06:05:15,05:10:15,12:50:54,105,1380,1815,00:07:52,00:06:37
1083,"Updike, Vicki",USA,Female,F50-54,01:21:29,06:06:36,05:09:17,12:50:58,45,436,1816,00:03:47,00:09:49
1403,"Toyokawa, Yuki",JPN,Female,F45-49,01:16:01,06:47:58,04:35:57,12:51:10,70,437,1817,00:05:13,00:06:01
412,"Boilard, Olivier",CAN,Male,M30-34,01:18:33,05:43:13,05:33:44,12:51:13,157,1381,1818,00:09:19,00:06:24
1948,"Butler, Joanna",POL,Female,F35-39,01:22:37,06:53:22,04:22:18,12:51:50,69,438,1819,00:07:21,00:06:12
195,"Dirker, Olaf",DEU,Male,M50-54,01:07:39,06:16:09,05:11:40,12:52:20,191,1382,1820,00:08:36,00:08:16
665,"Norman, Gail",USA,Female,F60-64,01:28:37,06:38:41,04:34:31,12:52:30,8,439,1821,00:05:05,00:05:36
231,"Verschleiser, Jeffrey",USA,Male,M50-54,01:19:00,06:59:57,04:13:22,12:52:58,192,1383,1822,00:08:47,00:11:52
1059,"Holbrook james, Sandra",USA,Female,F50-54,01:23:50,06:40:40,04:30:58,12:53:08,46,440,1823,00:08:47,00:08:53
846,"Theate, Francoise",BEL,Female,F55-59,01:06:18,06:55:02,04:36:55,12:53:22,21,441,1824,00:06:07,00:09:00
1377,"Murr, Indira",USA,Female,F45-49,01:01:06,05:42:38,06:00:28,12:53:28,71,442,1825,00:04:25,00:04:51
835,"Davini paller, Ana Silvia",BRA,Female,F55-59,01:18:03,06:23:05,04:57:14,12:53:32,22,443,1826,00:06:10,00:09:00
224,"Rodda, Dave",USA,Male,M50-54,01:27:01,06:21:38,04:50:56,12:53:57,193,1384,1827,00:06:23,00:07:59
1014,"Turk, Joseph",USA,Male,M50-54,01:13:47,05:54:07,05:33:19,12:54:08,194,1385,1828,00:05:11,00:07:44
315,"Welsford, Robert",CAN,Male,M45-49,01:15:51,06:03:14,05:21:23,12:54:11,254,1386,1829,00:05:46,00:07:57
831,"Sasaki, Miki",JPN,Female,F55-59,01:26:05,06:47:34,04:24:33,12:54:21,23,444,1830,00:08:24,00:07:45
1069,"Lidman, Eva",SWE,Female,F50-54,01:18:19,06:26:55,04:49:44,12:54:57,47,445,1831,00:09:55,00:10:04
1084,"Vergauwen, Madeleine",BEL,Female,F50-54,01:25:01,06:30:49,04:46:06,12:55:00,48,446,1832,00:05:08,00:07:56
203,"Kefer, Richard",USA,Male,M50-54,01:24:40,05:56:04,05:20:09,12:55:45,195,1387,1833,00:06:03,00:08:49
842,"Sauvain, Sophie",FRA,Female,F55-59,01:28:32,06:31:04,04:45:32,12:56:19,24,447,1834,00:04:31,00:06:40
1651,"Wang, Chin Ching",TWN,Male,M40-44,01:16:36,05:14:31,06:17:14,12:56:19,251,1388,1834,00:03:53,00:04:05
120,"Pantelis, John",AUS,Male,M60-64,01:34:39,06:18:35,04:49:55,12:56:22,47,1389,1836,00:05:41,00:07:32
1054,"Hayes, Elizabeth Mary",NZL,Female,F50-54,01:12:43,06:10:23,05:18:20,12:56:30,49,448,1837,00:06:25,00:08:39
1081,"Tanabe, Rio",JPN,Female,F50-54,01:28:51,06:45:05,04:30:47,12:56:49,50,449,1838,00:05:42,00:06:24
818,"Lavington, Tanya",NZL,Female,F55-59,01:18:10,06:25:01,05:04:43,12:56:57,25,450,1839,00:04:04,00:04:59
2191,"Kimble, Rebecca",USA,Female,F30-34,01:22:39,06:22:03,05:00:38,12:56:58,55,451,1840,00:05:39,00:05:59
524,"Hinze, Hans Jurgen",DEU,Male,M65-69,01:41:09,06:16:31,04:45:24,12:57:15,12,1390,1841,00:07:48,00:06:23
526,"Jordan, Bob",USA,Male,M65-69,01:27:50,06:22:27,04:52:26,12:57:24,13,1391,1842,00:06:46,00:07:55
216,"Pei, Yu",CHN,Male,M50-54,01:39:21,06:23:05,04:35:28,12:57:42,196,1392,1843,00:05:42,00:14:06
1357,"Hagger, Jude",GBR,Female,F45-49,01:14:11,06:31:42,04:50:33,12:57:51,72,452,1844,00:07:28,00:13:57
201,"Kaiser, Reinhard",AUT,Male,M50-54,01:15:18,06:33:59,04:49:42,12:58:32,197,1393,1845,00:07:10,00:12:23
1509,"Green, Robert",USA,Male,M40-44,01:00:09,05:51:24,05:51:35,12:59:00,252,1394,1846,00:04:10,00:11:42
169,"Steinfeldt, Randall",USA,Male,M55-59,01:13:33,06:19:05,05:05:28,12:59:08,106,1395,1847,00:09:24,00:11:38
2433,"Khu, Ariana",USA,Female,F18-24,01:12:40,06:05:35,05:31:40,12:59:16,22,453,1848,00:04:53,00:04:28
287,"Marlatt, Dawes",USA,Male,M45-49,01:35:50,06:16:19,04:49:36,12:59:21,255,1396,1849,00:08:52,00:08:44
277,"Heath, Daniel",CAN,Male,M45-49,01:21:59,06:18:48,05:05:54,12:59:36,256,1397,1850,00:07:26,00:05:29
742,"Mckinnon, Ken",USA,Male,M55-59,01:05:17,05:59:06,05:42:56,12:59:46,107,1398,1851,00:06:20,00:06:07
128,"Alueta, Francis",USA,Male,M55-59,01:16:58,06:34:32,04:50:46,13:01:06,108,1399,1852,00:08:09,00:10:41
827,"Petersen, Diane",USA,Female,F55-59,01:31:07,06:20:19,04:58:25,13:01:11,26,454,1853,00:05:35,00:05:45
238,"Zielke, Carsten",DEU,Male,M50-54,01:25:20,06:46:14,04:36:34,13:01:21,198,1400,1854,00:06:43,00:06:30
1353,"Fritz, Tracy",USA,Female,F45-49,01:19:22,06:13:41,05:10:29,13:02:03,73,455,1855,00:05:18,00:13:13
226,"Slack, Ron",CAN,Male,M50-54,01:15:09,06:11:27,05:20:27,13:02:03,199,1401,1855,00:06:20,00:08:40
1061,"Ince, Vanessa",USA,Female,F50-54,01:10:09,06:05:37,05:33:38,13:02:37,51,456,1857,00:05:28,00:07:45
638,"Beil, Brigitte Thea",DEU,Female,F60-64,01:15:45,06:25:24,05:09:50,13:02:40,9,457,1858,00:05:24,00:06:17
803,"Evert, Tamara",USA,Female,F55-59,01:19:12,06:28:12,04:58:37,13:02:45,27,458,1859,00:08:04,00:08:40
650,"Hevenor, Stephanie",USA,Female,F60-64,01:11:30,06:35:27,05:00:44,13:03:17,10,459,1860,00:05:56,00:09:40
1602,"Rohring, Ellen",DEU,Female,F40-44,01:19:50,06:08:48,05:22:34,13:04:24,73,460,1861,00:04:34,00:08:38
1087,"Wellmanns, Birgit",DEU,Female,F50-54,01:18:02,06:34:34,05:00:48,13:04:41,52,461,1862,00:04:39,00:06:38
289,"Matalucci, Stefano",ITA,Male,M45-49,01:14:13,06:03:42,05:33:45,13:05:08,257,1402,1863,00:05:44,00:07:44
843,"Talbot, Susan",USA,Female,F55-59,01:16:37,06:39:39,04:58:00,13:05:24,28,462,1864,00:05:26,00:05:42
417,"He, Junfei",CHN,Male,M30-34,01:23:33,06:41:21,04:49:14,13:06:02,158,1403,1865,00:05:30,00:06:24
920,"Hobson, Steve",GBR,Male,M50-54,01:04:56,05:31:30,06:16:40,13:06:23,200,1404,1866,00:05:44,00:07:33
355,"Leiz, Arthur",USA,Male,M40-44,01:29:40,06:23:17,04:58:06,13:07:12,253,1405,1867,00:08:06,00:08:03
587,"Collins, Charlie",GBR,Male,M60-64,01:16:49,06:38:46,04:55:56,13:07:39,48,1406,1868,00:06:20,00:09:48
1352,"Foley, Fiona",IRL,Female,F45-49,01:36:06,06:30:36,04:42:51,13:07:48,74,463,1869,00:05:22,00:12:53
435,"Zaccaro, Ashley",USA,Female,F25-29,01:23:55,06:39:01,04:51:30,13:07:50,45,464,1870,00:06:33,00:06:51
817,"Klabunde, Lori",USA,Female,F55-59,01:33:05,06:28:11,04:54:20,13:08:15,29,465,1871,00:06:18,00:06:21
2423,"Chou, Jasmine",USA,Female,F18-24,01:23:09,06:57:56,04:40:05,13:08:19,23,466,1872,00:03:13,00:03:56
533,"Moriarty, John",NZL,Male,M65-69,01:24:20,06:24:01,05:08:03,13:08:23,14,1407,1873,00:06:24,00:05:35
223,"Ricchiuto, Gianluigi",ITA,Male,M50-54,01:26:24,06:29:30,04:59:20,13:08:46,201,1408,1874,00:08:18,00:05:14
540,"Sakamoto, Shigeki",JPN,Male,M65-69,01:30:30,07:23:40,04:04:08,13:09:43,15,1409,1875,00:05:36,00:05:49
2446,"Schick, Katie",USA,Female,F18-24,01:01:21,06:54:07,05:03:44,13:09:47,24,467,1876,00:04:38,00:05:57
832,"Sereno, Jennifer",USA,Female,F55-59,01:16:45,06:14:18,05:21:09,13:10:46,30,468,1877,00:05:51,00:12:43
566,"Le strange, Missy",USA,Female,F65-69,01:13:29,06:38:16,05:07:47,13:10:55,2,469,1878,00:04:07,00:07:16
541,"Schaber, Paul",DEU,Male,M65-69,01:36:25,06:33:28,04:49:39,13:11:35,16,1410,1879,00:04:55,00:07:08
385,"Cottle, Adam",USA,Male,M35-39,01:23:03,06:38:15,04:54:24,13:11:58,193,1411,1880,00:08:03,00:08:13
1481,"Eyal, Ofir",ISR,Male,M40-44,01:11:04,06:36:10,05:11:27,13:12:07,254,1412,1881,00:04:58,00:08:28
474,"Collins, Andre",ZAF,Male,M70-74,01:49:42,06:41:16,04:24:56,13:12:31,2,1413,1882,00:07:29,00:09:08
316,"Weston, Greg",NZL,Male,M45-49,01:08:03,06:00:17,05:51:28,13:12:47,258,1414,1883,00:05:13,00:07:46
2432,"Jensen, Emelie",DNK,Female,F18-24,01:28:53,06:45:07,04:50:04,13:12:53,25,470,1884,00:04:00,00:04:49
738,"Lycksell, Roland",SWE,Male,M55-59,01:13:25,06:24:05,05:24:34,13:12:57,109,1415,1885,00:04:09,00:06:44
981,"Reiss, Tom",DEU,Male,M50-54,01:29:20,06:24:28,05:09:33,13:13:13,202,1416,1886,00:04:42,00:05:10
228,"Suco, Mike",USA,Male,M50-54,01:39:58,06:32:58,04:39:40,13:13:16,203,1417,1887,00:09:20,00:11:20
808,"Gielen, Monique",BEL,Female,F55-59,01:46:21,07:06:07,04:11:12,13:13:22,31,471,1888,00:05:03,00:04:39
359,"Mathias, Christophe",FRA,Male,M40-44,01:15:49,06:52:02,04:53:31,13:13:28,255,1418,1889,00:06:00,00:06:06
2441,"Radcliffe, Megan",AUS,Female,F18-24,01:07:06,06:42:40,05:14:05,13:14:41,26,472,1890,00:05:02,00:05:48
776,"Tinello, Luis",BRA,Male,M55-59,01:12:54,05:51:59,05:50:54,13:14:48,110,1419,1891,00:11:25,00:07:36
798,"Blamick, Karen",USA,Female,F55-59,01:19:15,06:55:41,04:46:58,13:14:51,32,473,1892,00:04:59,00:07:58
586,"Burns, George",GBR,Male,M60-64,01:12:36,07:12:22,04:39:51,13:15:11,49,1420,1893,00:04:00,00:06:22
542,"Shane, Ray",USA,Male,M65-69,01:15:09,06:14:53,05:29:28,13:15:40,17,1421,1894,00:05:40,00:10:30
825,"Norlyk-goulding, Bente",DNK,Female,F55-59,01:32:10,06:44:48,04:45:28,13:15:50,33,474,1895,00:05:57,00:07:27
485,"Loeb, Andrew",USA,Male,M70-74,01:17:07,06:43:18,05:02:27,13:16:05,3,1422,1896,00:06:38,00:06:35
797,"Birmingham, Lorin",USA,Female,F55-59,01:26:33,06:35:51,05:03:41,13:16:09,34,475,1897,00:04:17,00:05:47
1848,"Lev, Zur",ISR,Male,M35-39,01:11:33,05:14:51,06:40:49,13:16:27,194,1423,1898,00:03:28,00:05:46
949,"Mattson, David",NZL,Male,M50-54,01:05:57,05:41:48,06:17:26,13:16:41,204,1424,1899,00:05:51,00:05:39
833,"Shiba, Yoko",JPN,Female,F55-59,01:28:49,06:50:51,04:41:39,13:16:50,35,476,1900,00:07:38,00:07:53
673,"Tervort, Sydney",USA,Female,F60-64,01:22:53,06:42:05,04:57:38,13:16:56,11,477,1901,00:07:26,00:06:54
1133,"Cormier, Renaud",FRA,Male,M45-49,01:04:27,05:42:48,06:20:54,13:19:19,259,1425,1902,00:03:30,00:07:40
2290,"Page, Troy",AUS,Male,M25-29,01:00:28,06:04:10,06:06:14,13:19:22,96,1426,1903,00:03:28,00:05:02
816,"Keller, Fernanda",BRA,Female,F55-59,01:07:05,06:10:35,05:51:24,13:19:47,36,478,1904,00:03:32,00:07:11
674,"Tettenborn, Barbara",CHE,Female,F60-64,01:13:14,06:38:34,05:17:27,13:19:57,12,479,1905,00:05:32,00:05:10
329,"Amende, Brian",USA,Male,M40-44,01:15:44,06:54:12,04:56:28,13:20:23,256,1427,1906,00:08:11,00:05:48
1075,"Prost, Linda",ZAF,Female,F50-54,01:18:52,06:44:58,05:04:07,13:20:24,53,480,1907,00:06:29,00:05:58
552,"Yamamura, Norio",JPN,Male,M65-69,01:29:13,06:19:20,05:18:56,13:21:25,18,1428,1908,00:07:40,00:06:16
530,"Meier, Rene",CHE,Male,M65-69,01:39:08,06:51:17,04:40:50,13:21:31,19,1429,1909,00:05:25,00:04:51
537,"Reed, Faron",USA,Male,M65-69,01:16:20,06:23:24,05:30:07,13:22:14,20,1430,1910,00:06:42,00:05:41
150,"Hennecke, Holger",DEU,Male,M55-59,01:28:13,06:26:59,05:15:15,13:22:16,111,1431,1911,00:05:28,00:06:21
1159,"Fattal, Bertrand",LBN,Male,M45-49,01:17:10,06:39:56,05:07:32,13:23:06,260,1432,1912,00:07:14,00:11:14
377,"Meguerian, Melanie",CAN,Female,F40-44,01:09:49,06:49:46,05:11:03,13:23:59,74,481,1913,00:05:41,00:07:40
845,"Tao, Yuhua",CHN,Female,F55-59,01:31:34,06:49:04,04:52:31,13:24:23,37,482,1914,00:05:12,00:06:02
307,"Stenzaly, Oliver",DEU,Male,M45-49,01:30:59,06:13:03,05:30:05,13:24:37,261,1433,1915,00:04:37,00:05:53
383,"Allen, David",GBR,Male,M35-39,01:18:34,06:26:27,05:29:11,13:25:10,195,1434,1916,00:04:43,00:06:15
2092,"Marzocco, Jacopo",ITA,Male,M30-34,01:28:11,06:22:01,05:14:29,13:25:17,159,1435,1917,00:09:48,00:10:48
819,"Leimpek, Elke",DEU,Female,F55-59,01:22:37,06:26:36,05:25:42,13:25:58,38,483,1918,00:04:23,00:06:40
939,"Lask, Stefen",DEU,Male,M50-54,01:01:59,06:10:53,05:59:32,13:25:59,205,1436,1919,00:03:18,00:10:17
1154,"Egli, Dieter",CHE,Male,M45-49,01:11:06,05:42:53,06:19:57,13:26:17,262,1437,1920,00:04:40,00:07:41
565,"Kuld, Felicitas",DEU,Female,F65-69,01:44:06,06:59:26,04:29:02,13:26:26,3,484,1921,00:06:07,00:07:45
550,"Wei?flog, Hans Joachim",DEU,Male,M65-69,01:25:33,06:30:59,05:17:30,13:26:51,21,1438,1922,00:06:22,00:06:27
297,"Reyes, Gerard",PHL,Male,M45-49,01:26:39,06:56:18,04:46:02,13:27:08,263,1439,1923,00:08:51,00:09:18
2419,"Anley, Megan",ZAF,Female,F18-24,01:15:27,06:37:53,05:26:03,13:29:00,27,485,1924,00:04:05,00:05:32
153,"Mcgee, Phil",USA,Male,M55-59,01:27:23,06:32:30,05:09:17,13:29:09,112,1440,1925,00:09:21,00:10:38
543,"Smith, Robert",USA,Male,M65-69,01:33:47,06:07:56,05:36:31,13:30:14,22,1441,1926,00:05:53,00:06:07
804,"Ford, Susan",USA,Female,F55-59,01:22:47,06:59:27,04:52:21,13:30:25,39,486,1927,00:07:04,00:08:46
623,"Philbrick, Alden",USA,Male,M60-64,01:16:33,06:38:18,05:18:02,13:31:26,50,1442,1928,00:07:07,00:11:26
683,"Araki, Takeshi",JPN,Male,M55-59,01:16:51,05:55:24,05:53:10,13:31:36,113,1443,1929,00:08:45,00:17:26
217,"Persaud, Dan",USA,Male,M50-54,01:45:04,06:28:43,04:56:39,13:32:02,206,1444,1930,00:08:36,00:13:00
457,"Magliulo, Gennaro",USA,Male,M75-79,01:48:49,06:25:31,05:03:22,13:32:15,1,1445,1931,00:07:00,00:07:33
731,"Kinley, Juan",IMN,Male,M55-59,01:11:50,05:57:39,06:16:05,13:32:24,114,1446,1932,00:03:34,00:03:16
271,"Garcia, Armando L",BRA,Male,M45-49,01:15:17,06:48:56,05:11:43,13:32:27,264,1447,1933,00:09:24,00:07:07
149,"Harries, Andy",GBR,Male,M55-59,01:47:44,06:17:49,05:12:46,13:32:35,115,1448,1934,00:06:24,00:07:52
281,"Kelly, Gene",USA,Male,M45-49,01:27:22,06:07:32,05:41:04,13:33:25,265,1449,1935,00:09:16,00:08:11
1363,"Kim, Youngsun",KOR,Female,F45-49,01:41:20,06:35:40,05:00:19,13:33:31,75,487,1936,00:07:57,00:08:15
2404,"Mehlhaff, Joshua",USA,Male,M18-24,01:02:42,05:47:09,06:33:48,13:36:09,38,1450,1938,00:06:25,00:06:05
1953,"Corrigan, Amy",USA,Female,F35-39,01:23:50,06:05:27,05:56:31,13:36:19,70,489,1939,00:04:47,00:05:44
1030,"Youp, Allan",GBR,Male,M50-54,01:31:55,06:47:24,04:56:33,13:36:21,207,1451,1940,00:10:01,00:10:28
664,"Moel christensen, Aase",DNK,Female,F60-64,01:52:06,06:44:58,04:48:52,13:37:50,13,490,1941,00:05:26,00:06:28
422,"Schwartz, Brandon",USA,Male,M30-34,01:16:06,07:14:08,04:35:05,13:38:24,160,1452,1942,00:16:18,00:16:47
124,"Weidenkeller, Tim",USA,Male,M60-64,01:21:02,06:35:41,05:22:59,13:39:51,51,1453,1943,00:10:02,00:10:07
1375,"Morris, Sian",AUS,Female,F45-49,01:09:45,06:24:30,05:50:56,13:39:52,76,491,1944,00:06:20,00:08:21
805,"Fortier, Helene",CAN,Female,F55-59,01:46:06,07:04:45,04:31:33,13:39:58,40,492,1945,00:09:11,00:08:23
2440,"Navarro, Marine",FRA,Female,F18-24,01:24:29,06:48:10,05:18:31,13:40:00,28,493,1946,00:04:13,00:04:37
1402,"Tonelli, Carolyn",AUS,Female,F45-49,01:16:42,05:58:54,06:04:31,13:40:10,77,494,1947,00:08:51,00:11:12
356,"Lopez castro, Jesus Adrian",MEX,Male,M40-44,01:15:24,06:57:13,05:13:49,13:40:24,257,1454,1948,00:07:47,00:06:11
653,"Kaurisch, Regina",DEU,Female,F60-64,01:19:19,06:31:48,05:32:56,13:40:38,14,495,1949,00:06:45,00:09:50
1052,"Fuller, Dorothee",DEU,Female,F50-54,01:23:36,06:37:41,05:29:01,13:41:02,54,496,1950,00:04:39,00:06:05
309,"Strolz, Ortwin",AUT,Male,M45-49,01:19:20,06:43:31,05:21:39,13:41:14,266,1455,1951,00:05:50,00:10:54
